@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureOutOfBagError numeric

@data

is_switch_statements,2,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,75,9,0,89.285714,10.714286,0,0.740741,0.272392,0.315836,64.340696,69.050842,73.830752,41.86729,31.963462,0.878938,0.49842,0.380517,30.02757,0.357471,3359.076505,0.932203,55,0.2,5,0.8,20,0.067797,4,0.916667,0.932203,0.92437,0.741048,0.964746,0.986592,0.892857,0.160654,0.839346,0.107143,0.891865,0.892857,0.892214,0.741048,0.964746,0.963923,0.870348,0.892857,0.063,0.002,0.078125,0,78.125,0,2712827,215927,83627,100,100,?,-1
is_switch_statements,3,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,75,9,0,89.285714,10.714286,0,0.746649,0.270327,0.323413,63.347057,69.957262,74.981286,42.527108,32.454178,0.892634,0.506275,0.386359,30.715718,0.365663,3449.298862,0.931034,54,0.192308,5,0.807692,21,0.068966,4,0.915254,0.931034,0.923077,0.746945,0.948276,0.97924,0.892857,0.15413,0.84587,0.107143,0.891961,0.892857,0.892265,0.746945,0.948276,0.942835,0.873303,0.892857,0.057,0.002,0.0625,0,62.5,0,2504964,215927,83627,100,100,?,-1
is_switch_statements,3,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,70,14,0,83.333333,16.666667,0,0.592798,0.290333,0.343508,68.035097,74.303939,74.981286,46.564964,28.416322,0.892634,0.554345,0.33829,26.338529,0.313554,2957.75144,0.913793,53,0.346154,9,0.653846,17,0.086207,5,0.854839,0.913793,0.883333,0.596851,0.922414,0.966472,0.833333,0.265694,0.734306,0.166667,0.829423,0.833333,0.829167,0.596851,0.922414,0.930941,0.795833,0.833333,0.054,0.002,0.0625,0,62.5,0,3043007,215927,83627,100,100,?,-1
is_switch_statements,3,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,76,8,0,90.47619,9.52381,0,0.76204,0.249882,0.306664,58.555952,66.334196,74.981286,39.224487,35.756799,0.892634,0.466958,0.425676,34.693756,0.413021,3896.022654,0.982759,57,0.269231,7,0.730769,19,0.017241,1,0.890625,0.982759,0.934426,0.774474,0.967507,0.9859,0.904762,0.191234,0.808766,0.095238,0.909003,0.904762,0.900893,0.774474,0.967507,0.970115,0.880257,0.904762,0.051,0.002,0.046875,0,46.875,0,2830991,215927,83627,100,100,?,-1
is_switch_statements,3,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,71,13,0,84.52381,15.47619,0,0.626027,0.307618,0.356598,72.085568,77.135399,74.981286,49.508841,25.472446,0.892634,0.589391,0.303243,23.108199,0.275098,2594.993313,0.913793,53,0.307692,8,0.692308,18,0.086207,5,0.868852,0.913793,0.890756,0.628372,0.91313,0.964299,0.845238,0.239137,0.760863,0.154762,0.842158,0.845238,0.842451,0.628372,0.91313,0.919113,0.812725,0.845238,0.051,0.002,0.0625,0,62.5,0,2458615,215927,83627,100,100,?,-1
is_switch_statements,3,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,75,9,0,89.285714,10.714286,0,0.721239,0.282454,0.328965,66.717408,71.921253,73.830752,44.309252,29.521501,0.878938,0.527491,0.351446,28.225094,0.336013,3157.439956,0.983051,58,0.32,8,0.68,17,0.016949,1,0.878788,0.983051,0.928,0.738813,0.955932,0.981172,0.892857,0.229806,0.770194,0.107143,0.898329,0.892857,0.887136,0.738813,0.955932,0.961127,0.859349,0.892857,0.061,0.002,0.046875,0,46.875,0,3032394,215927,83627,100,98.809524,?,-1
is_switch_statements,4,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,73,11,0,86.904762,13.095238,0,0.659292,0.246474,0.306914,58.2188,67.100231,73.830752,38.668002,35.162751,0.878938,0.460333,0.418604,33.700869,0.401201,3769.995256,0.966102,57,0.36,9,0.64,16,0.033898,2,0.863636,0.966102,0.912,0.675357,0.964746,0.985964,0.869048,0.262946,0.737054,0.130952,0.871152,0.869048,0.862055,0.675357,0.964746,0.967829,0.828093,0.869048,0.064,0.002,0.0625,0,62.5,0,2638747,215927,83627,100,97.619048,?,-1
is_switch_statements,4,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,77,7,0,91.666667,8.333333,0,0.79863,0.272477,0.32628,63.850898,70.577404,74.981286,42.858055,32.123231,0.892634,0.510215,0.382419,29.830156,0.355121,3349.852446,0.965517,56,0.192308,5,0.807692,21,0.034483,2,0.918033,0.965517,0.941176,0.801621,0.954244,0.978931,0.916667,0.143457,0.856543,0.083333,0.916488,0.916667,0.915166,0.801621,0.954244,0.960468,0.89916,0.916667,0.065,0.002,0.0625,0,62.5,0,2671261,215927,83627,100,97.619048,?,-1
is_switch_statements,4,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,75,9,0,89.285714,10.714286,0,0.741096,0.280356,0.324651,65.697046,70.224951,74.981286,44.027167,30.954119,0.892634,0.524133,0.368501,30.241211,0.360014,3396.012867,0.948276,55,0.230769,6,0.769231,20,0.051724,3,0.901639,0.948276,0.92437,0.743871,0.953581,0.977677,0.892857,0.175351,0.824649,0.107143,0.891712,0.892857,0.890928,0.743871,0.953581,0.961013,0.870348,0.892857,0.059,0.002,0.0625,0,62.5,0,2626590,215927,83627,100,100,?,-1
is_switch_statements,4,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,68,16,0,80.952381,19.047619,0,0.544715,0.287699,0.35051,67.417887,75.818568,74.981286,47.127879,27.853407,0.892634,0.561046,0.331588,26.195554,0.311852,2941.695621,0.87931,51,0.346154,9,0.653846,17,0.12069,7,0.85,0.87931,0.864407,0.5456,0.90252,0.961534,0.809524,0.276367,0.723633,0.190476,0.806151,0.809524,0.807328,0.5456,0.90252,0.906039,0.772203,0.809524,0.06,0.002,0.0625,0,62.5,0,2503791,215927,83627,100,99.404762,?,-1
is_switch_statements,4,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,72,12,0,85.714286,14.285714,0,0.658537,0.293424,0.340269,68.759372,73.603443,74.981286,46.016378,28.964908,0.892634,0.547814,0.34482,26.372653,0.31396,2961.583404,0.913793,53,0.269231,7,0.730769,19,0.086207,5,0.883333,0.913793,0.898305,0.659606,0.945623,0.979511,0.857143,0.212581,0.787419,0.142857,0.85496,0.857143,0.855496,0.659606,0.945623,0.940644,0.829153,0.857143,0.066,0.001,0.078125,0,78.125,0,2744087,215927,83627,100,98.809524,?,-1
is_switch_statements,5,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,72,12,0,85.714286,14.285714,0,0.6236,0.267199,0.325221,63.114204,71.102637,73.830752,42.713827,31.116925,0.878938,0.508498,0.37044,30.503562,0.363138,3412.324035,0.966102,57,0.4,10,0.6,15,0.033898,2,0.850746,0.966102,0.904762,0.644212,0.954576,0.981147,0.857143,0.291041,0.708959,0.142857,0.860153,0.857143,0.848073,0.644212,0.954576,0.958956,0.809524,0.857143,0.065,0.002,0.0625,0.015625,62.5,15.625,2576827,215927,83627,100,99.404762,?,-1
is_switch_statements,5,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,74,10,0,88.095238,11.904762,0,0.721485,0.271008,0.323428,63.506604,69.960462,74.981286,42.416292,32.564994,0.892634,0.504956,0.387679,30.727673,0.365806,3450.641406,0.913793,53,0.192308,5,0.807692,21,0.086207,5,0.913793,0.913793,0.913793,0.721485,0.948276,0.980385,0.880952,0.159467,0.840533,0.119048,0.880952,0.880952,0.880952,0.721485,0.948276,0.94282,0.860743,0.880952,0.057,0.002,0.0625,0,62.5,0,2831288,215927,83627,100,98.214286,?,-1
is_switch_statements,5,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,73,11,0,86.904762,13.095238,0,0.690349,0.289138,0.346454,67.755121,74.941226,74.981286,47.062106,27.919181,0.892634,0.560263,0.332371,26.616675,0.316865,2988.986539,0.913793,53,0.230769,6,0.769231,20,0.086207,5,0.898305,0.913793,0.905983,0.690622,0.916446,0.963397,0.869048,0.186024,0.813976,0.130952,0.867877,0.869048,0.868323,0.690622,0.916446,0.912584,0.845148,0.869048,0.052,0.002,0.0625,0,62.5,0,2629283,215927,83627,100,98.809524,?,-1
is_switch_statements,5,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,76,8,0,90.47619,9.52381,0,0.772358,0.259888,0.317071,60.900803,68.585435,74.981286,41.090173,33.891114,0.892634,0.489169,0.403466,32.758748,0.389985,3678.726029,0.948276,55,0.192308,5,0.807692,21,0.051724,3,0.916667,0.948276,0.932203,0.773612,0.952918,0.980851,0.904762,0.148794,0.851206,0.095238,0.90377,0.904762,0.903664,0.773612,0.952918,0.953065,0.886102,0.904762,0.062,0.003,0.0625,0,62.5,0,2630158,215927,83627,100,99.404762,?,-1
is_switch_statements,5,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 7 -M 1.0 -V 0.001 -S 1 -depth 3',1116839470751428698,20170629.0816,336,84,76,8,0,90.47619,9.52381,0,0.777188,0.273711,0.320786,64.140117,69.388978,74.981286,42.512864,32.468422,0.892634,0.506106,0.386529,30.325481,0.361018,3405.476242,0.931034,54,0.153846,4,0.846154,22,0.068966,4,0.931034,0.931034,0.931034,0.777188,0.964854,0.984509,0.904762,0.127574,0.872426,0.095238,0.904762,0.904762,0.904762,0.777188,0.964854,0.967647,0.888594,0.904762,0.09,0.003,0.0625,0,62.5,0,2904571,215927,83627,100,98.809524,?,-1
